"","model","method","parm_names","parm_values","eps","ss"
"669","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.566938123081592,25.7105651731845,50
"670","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2621,25.7105651731845,50
"671","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",747.122718436568,25.7105651731845,50
"672","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",206.913663622297,25.7105651731845,50
"673","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.268506871975138,31.6028223979192,100
"674","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.12969225338372,31.6028223979192,100
"675","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,31.6028223979192,100
"676","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7651,31.6028223979192,100
"677","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.55193853285068,31.6028223979192,100
"678","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2673,31.6028223979192,100
"679","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",755.086104438862,31.6028223979192,100
"680","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",199.707966503614,31.6028223979192,100
"681","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.246928897368081,31.6028223979192,100
"682","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.26050506206395,31.6028223979192,100
"683","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,31.6028223979192,100
"684","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7772,31.6028223979192,100
"685","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.596534761356225,31.6028223979192,100
"686","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2412,31.6028223979192,100
"687","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",846.787296350355,31.6028223979192,100
"688","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",219.656818467857,31.6028223979192,100
"689","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.302783335323834,36.0690749945031,200
"690","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.01378436836192,36.0690749945031,200
"691","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.0690749945031,200
"692","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7414,36.0690749945031,200
"693","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.533900707733179,36.0690749945031,200
"694","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2975,36.0690749945031,200
"695","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",668.400318837266,36.0690749945031,200
"696","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",194.923099775236,36.0690749945031,200
"697","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.335533290732491,36.0690749945031,200
"698","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.84431559775756,36.0690749945031,200
"699","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.0690749945031,200
"700","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7167,36.0690749945031,200
"701","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.507747017025201,36.0690749945031,200
"702","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3404,36.0690749945031,200
"703","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",579.713043516307,36.0690749945031,200
"704","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",190.392686863201,36.0690749945031,200
"705","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.213266278210981,16.0882876805545,25
"706","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.37672569646574,16.0882876805545,25
"707","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,16.0882876805545,25
"708","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.8113,16.0882876805545,25
"709","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.582186307397322,16.0882876805545,25
"710","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2117,16.0882876805545,25
"711","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",975.932010405073,16.0882876805545,25
"712","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",212.443541734425,16.0882876805545,25
"713","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.190635096712586,16.0882876805545,25
"714","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.53145651017724,16.0882876805545,25
"715","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,16.0882876805545,25
"716","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.8196,16.0882876805545,25
"717","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.607310321864864,16.0882876805545,25
"718","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.1914,16.0882876805545,25
"719","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",1127.11120933166,16.0882876805545,25
"720","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",221.447639750632,16.0882876805545,25
"721","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.308627942185103,29.9632207102047,50
"722","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.98294296239362,29.9632207102047,50
"723","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,29.9632207102047,50
"724","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7414,29.9632207102047,50
"725","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.555189082113912,29.9632207102047,50
"726","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3163,29.9632207102047,50
"727","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",661.590463868018,29.9632207102047,50
"728","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",201.222186064235,29.9632207102047,50
"729","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.247535157067638,29.9632207102047,50
"730","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.11241713597246,29.9632207102047,50
"731","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,29.9632207102047,50
"732","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7766,29.9632207102047,50
"733","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.505728461000935,29.9632207102047,50
"734","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2509,29.9632207102047,50
"735","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",720.993511945921,29.9632207102047,50
"736","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",178.350157958953,29.9632207102047,50
"737","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.377870677079326,30.9229286415762,100
"738","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.78638085196232,30.9229286415762,100
"739","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,30.9229286415762,100
"740","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6855,30.9229286415762,100
"741","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.542281125803506,30.9229286415762,100
"742","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.374,30.9229286415762,100
"743","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",541.424422761193,30.9229286415762,100
"744","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",197.514827096826,30.9229286415762,100
"745","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.345897989994626,30.9229286415762,100
"746","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.88853780621807,30.9229286415762,100
"747","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,30.9229286415762,100
"748","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7025,30.9229286415762,100
"749","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.600505489797698,30.9229286415762,100
"750","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3482,30.9229286415762,100
"751","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",579.882473423879,30.9229286415762,100
"752","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",214.832050099106,30.9229286415762,100
"753","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.321249143896446,36.7805194987382,200
"754","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.93314571571883,36.7805194987382,200
"755","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.7805194987382,200
"756","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7276,36.7805194987382,200
"757","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.543104141430673,36.7805194987382,200
"758","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3282,36.7805194987382,200
"759","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",609.244052165289,36.7805194987382,200
"760","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",195.210008383888,36.7805194987382,200
"761","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.27519171637659,36.7805194987382,200
"762","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.09248930263769,36.7805194987382,200
"763","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.7805194987382,200
"764","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7613,36.7805194987382,200
"765","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.544960640786748,36.7805194987382,200
"766","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2766,36.7805194987382,200
"767","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",743.766451312329,36.7805194987382,200
"768","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",200.24520355552,36.7805194987382,200
"769","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.42083557805823,24.4402740636342,25
"770","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.72733934482165,24.4402740636342,25
"771","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,24.4402740636342,25
"772","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6521,24.4402740636342,25
"773","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.559443040582164,24.4402740636342,25
"774","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4159,24.4402740636342,25
"775","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",497.444950856631,24.4402740636342,25
"776","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",207.443679728695,24.4402740636342,25
"777","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.364796571898278,24.4402740636342,25
"778","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.95716190237967,24.4402740636342,25
"779","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,24.4402740636342,25
"780","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7,24.4402740636342,25
"781","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.636337361054922,24.4402740636342,25
"782","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3669,24.4402740636342,25
"783","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",644.88445444299,24.4402740636342,25
"784","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",232.714134468166,24.4402740636342,25
"785","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.381281011632399,29.6326466627531,50
"786","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.78028064736909,29.6326466627531,50
"787","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,29.6326466627531,50
"788","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6837,29.6326466627531,50
"789","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.559634869873663,29.6326466627531,50
"790","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3847,29.6326466627531,50
"791","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",536.99547792208,29.6326466627531,50
"792","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",206.629323808903,29.6326466627531,50
"793","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.403107296853368,29.6326466627531,50
"794","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.78515998964713,29.6326466627531,50
"795","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,29.6326466627531,50
"796","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6649,29.6326466627531,50
"797","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.62067170139245,29.6326466627531,50
"798","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4044,29.6326466627531,50
"799","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",538.465564935475,29.6326466627531,50
"800","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",228.529903850809,29.6326466627531,50
"801","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.379364166430297,35.0790796535159,100
"802","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.7783406796094,35.0790796535159,100
"803","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.0790796535159,100
"804","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.693,35.0790796535159,100
"805","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.535799614249359,35.0790796535159,100
"806","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3755,35.0790796535159,100
"807","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",538.068544567947,35.0790796535159,100
"808","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",196.451455139727,35.0790796535159,100
"809","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.413683047648611,35.0790796535159,100
"810","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.71476285749004,35.0790796535159,100
"811","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.0790796535159,100
"812","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6624,35.0790796535159,100
"813","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.562795855350496,35.0790796535159,100
"814","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4161,35.0790796535159,100
"815","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",514.031894571359,35.0790796535159,100
"816","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",209.443234401873,35.0790796535159,100
"817","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.352199580414383,36.1640708072798,200
"818","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.85510236674831,36.1640708072798,200
"819","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.1640708072798,200
"820","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.71,36.1640708072798,200
"821","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.528097817888252,36.1640708072798,200
"822","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3583,36.1640708072798,200
"823","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",573.623194528279,36.1640708072798,200
"824","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",194.077618450929,36.1640708072798,200
"825","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.322032392413415,36.1640708072798,200
"826","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.85963037971552,36.1640708072798,200
"827","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.1640708072798,200
"828","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7181,36.1640708072798,200
"829","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.524335910918585,36.1640708072798,200
"830","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3264,36.1640708072798,200
"831","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",575.930656702964,36.1640708072798,200
"832","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",192.92425129048,36.1640708072798,200
"833","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.257965730739973,31.3644155814611,25
"834","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.17646863541138,31.3644155814611,25
"835","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,31.3644155814611,25
"836","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7747,31.3644155814611,25
"837","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.566825613152021,31.3644155814611,25
"838","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2535,31.3644155814611,25
"839","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",790.860322765334,31.3644155814611,25
"840","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",202.577085049932,31.3644155814611,25
"841","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.28463935220925,31.3644155814611,25
"842","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.0464033493719,31.3644155814611,25
"843","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,31.3644155814611,25
"844","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.746,31.3644155814611,25
"845","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.563254866413005,31.3644155814611,25
"846","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2818,31.3644155814611,25
"847","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",708.397667331921,31.3644155814611,25
"848","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",201.677424927544,31.3644155814611,25
"849","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.276106779355839,34.3369716017664,50
"850","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.09772138741983,34.3369716017664,50
"851","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,34.3369716017664,50
"852","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7533,34.3369716017664,50
"853","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.594585263909722,34.3369716017664,50
"854","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2748,34.3369716017664,50
"855","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",717.860737664624,34.3369716017664,50
"856","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",211.789744362297,34.3369716017664,50
"857","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.2315829235019,34.3369716017664,50
"858","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.32344111098556,34.3369716017664,50
"859","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.3369716017664,50
"860","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7879,34.3369716017664,50
"861","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.617341945750804,34.3369716017664,50
"862","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2263,34.3369716017664,50
"863","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",911.326091445423,34.3369716017664,50
"864","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",221.374222685774,34.3369716017664,50
"865","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.290161216360963,35.8354669543909,100
"866","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.04811131918757,35.8354669543909,100
"867","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.8354669543909,100
"868","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7485,35.8354669543909,100
"869","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.545352821208313,35.8354669543909,100
"870","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2905,35.8354669543909,100
"871","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",678.628591409128,35.8354669543909,100
"872","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",198.540408526709,35.8354669543909,100
"873","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.30772734230828,35.8354669543909,100
"874","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.03484959153041,35.8354669543909,100
"875","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.8354669543909,100
"876","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7346,35.8354669543909,100
"877","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.585227295783153,35.8354669543909,100
"878","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.316,35.8354669543909,100
"879","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",681.301043272984,35.8354669543909,100
"880","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",209.372628905146,35.8354669543909,100
"881","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.331296759261591,35.5720782691716,200
"882","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.91057969005598,35.5720782691716,200
"883","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.5720782691716,200
"884","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7263,35.5720782691716,200
"885","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.547814866061278,35.5720782691716,200
"886","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3259,35.5720782691716,200
"887","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",608.22916639998,35.5720782691716,200
"888","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",196.919391587708,35.5720782691716,200
"889","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.257203755654308,35.5720782691716,200
"890","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.09985922575784,35.5720782691716,200
"891","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.5720782691716,200
"892","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7745,35.5720782691716,200
"893","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.520778475977988,35.5720782691716,200
"894","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2631,35.5720782691716,200
"895","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",718.954090769706,35.5720782691716,200
"896","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",187.165840721722,35.5720782691716,200
"897","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.35312440650971,39.0549897701921,25
"898","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.89259816935289,39.0549897701921,25
"899","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,39.0549897701921,25
"900","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6952,39.0549897701921,25
"901","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.558583853512296,39.0549897701921,25
"902","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3555,39.0549897701921,25
"903","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",606.044598654914,39.0549897701921,25
"904","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",209.748121434865,39.0549897701921,25
"905","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.422260771024089,39.0549897701921,25
"906","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.86704157369432,39.0549897701921,25
"907","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,39.0549897701921,25
"908","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6607,39.0549897701921,25
"909","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.639908482658177,39.0549897701921,25
"910","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4173,39.0549897701921,25
"911","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",580.189198047453,39.0549897701921,25
"912","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",239.489231700305,39.0549897701921,25
"913","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.362244537742967,36.7517026763681,50
"914","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.85601388371898,36.7517026763681,50
"915","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.7517026763681,50
"916","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7009,36.7517026763681,50
"917","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.549992366039575,36.7517026763681,50
"918","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3623,36.7517026763681,50
"919","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",582.440176921699,36.7517026763681,50
"920","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",206.581736851946,36.7517026763681,50
"921","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.281979207077132,36.7517026763681,50
"922","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.04122156244465,36.7517026763681,50
"923","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.7517026763681,50
