"","model","method","parm_names","parm_values","eps","ss"
"2944","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",194.097313986739,34.7103939340036,200
"2945","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.443577649478923,20.3808082055049,25
"2946","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.59450012256246,20.3808082055049,25
"2947","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,20.3808082055049,25
"2948","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6518,20.3808082055049,25
"2949","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.529465890853059,20.3808082055049,25
"2950","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4388,20.3808082055049,25
"2951","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",444.385664195788,20.3808082055049,25
"2952","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",193.300907723736,20.3808082055049,25
"2953","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.459805329138528,20.3808082055049,25
"2954","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.62598815879128,20.3808082055049,25
"2955","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,20.3808082055049,25
"2956","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6385,20.3808082055049,25
"2957","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.561426015062067,20.3808082055049,25
"2958","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4489,20.3808082055049,25
"2959","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",448.465691761073,20.3808082055049,25
"2960","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",204.505633797384,20.3808082055049,25
"2961","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.503932043935925,29.9346227084007,50
"2962","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.55607600479654,29.9346227084007,50
"2963","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,29.9346227084007,50
"2964","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6046,29.9346227084007,50
"2965","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.580605010046044,29.9346227084007,50
"2966","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.5067,29.9346227084007,50
"2967","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",426.225838249448,29.9346227084007,50
"2968","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",212.781942623671,29.9346227084007,50
"2969","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.603983018809388,29.9346227084007,50
"2970","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.33628313488168,29.9346227084007,50
"2971","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,29.9346227084007,50
"2972","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.5391,29.9346227084007,50
"2973","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.547345477711417,29.9346227084007,50
"2974","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.613,29.9346227084007,50
"2975","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",339.637406059921,29.9346227084007,50
"2976","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",206.575765639005,29.9346227084007,50
"2977","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.301839313776699,33.5246199742904,100
"2978","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.0023652271449,33.5246199742904,100
"2979","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.5246199742904,100
"2980","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7429,33.5246199742904,100
"2981","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.552992429062284,33.5246199742904,100
"2982","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2935,33.5246199742904,100
"2983","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",668.778335324982,33.5246199742904,100
"2984","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",196.080748304747,33.5246199742904,100
"2985","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.244347771186509,33.5246199742904,100
"2986","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.10718749562658,33.5246199742904,100
"2987","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,33.5246199742904,100
"2988","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7872,33.5246199742904,100
"2989","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.499093269957761,33.5246199742904,100
"2990","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2475,33.5246199742904,100
"2991","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",744.953768572664,33.5246199742904,100
"2992","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",178.324272596618,33.5246199742904,100
"2993","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.289404187365421,35.8457821898737,200
"2994","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.03793837747553,35.8457821898737,200
"2995","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.8457821898737,200
"2996","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7427,35.8457821898737,200
"2997","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.573605822605142,35.8457821898737,200
"2998","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2972,35.8457821898737,200
"2999","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",676.726171402645,35.8457821898737,200
"3000","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",204.444601455804,35.8457821898737,200
"3001","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.314062482029425,35.8457821898737,200
"3002","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.01086666802692,35.8457821898737,200
"3003","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.8457821898737,200
"3004","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7279,35.8457821898737,200
"3005","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.621902661124109,35.8457821898737,200
"3006","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3145,35.8457821898737,200
"3007","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",685.063773545556,35.8457821898737,200
"3008","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",220.050698492481,35.8457821898737,200
"3009","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.276064328232086,30.0020742450532,25
"3010","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.11136646571812,30.0020742450532,25
"3011","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,30.0020742450532,25
"3012","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7639,30.0020742450532,25
"3013","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.559376293070662,30.0020742450532,25
"3014","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2678,30.0020742450532,25
"3015","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",746.377669940728,30.0020742450532,25
"3016","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",204.399151969639,30.0020742450532,25
"3017","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.259126134153738,30.0020742450532,25
"3018","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.26578165163171,30.0020742450532,25
"3019","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,30.0020742450532,25
"3020","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7743,30.0020742450532,25
"3021","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.6005440460961,30.0020742450532,25
"3022","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2563,30.0020742450532,25
"3023","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",862.252628647434,30.0020742450532,25
"3024","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",220.533298354242,30.0020742450532,25
"3025","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.379931457408788,32.4109623838075,50
"3026","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.79632816935181,32.4109623838075,50
"3027","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,32.4109623838075,50
"3028","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6812,32.4109623838075,50
"3029","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.55662278097459,32.4109623838075,50
"3030","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3733,32.4109623838075,50
"3031","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",550.196021436806,32.4109623838075,50
"3032","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",208.080971481101,32.4109623838075,50
"3033","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.446286011199895,32.4109623838075,50
"3034","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.5256652698668,32.4109623838075,50
"3035","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,32.4109623838075,50
"3036","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6456,32.4109623838075,50
"3037","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.474747336015772,32.4109623838075,50
"3038","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4378,32.4109623838075,50
"3039","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",416.923648022008,32.4109623838075,50
"3040","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",182.049353644884,32.4109623838075,50
"3041","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.316142236799019,36.6249685856138,100
"3042","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.97856639233943,36.6249685856138,100
"3043","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.6249685856138,100
"3044","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7371,36.6249685856138,100
"3045","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.556954538433323,36.6249685856138,100
"3046","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3188,36.6249685856138,100
"3047","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",635.712511832436,36.6249685856138,100
"3048","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",204.751527052799,36.6249685856138,100
"3049","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.286515562763142,36.6249685856138,100
"3050","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.00971339620755,36.6249685856138,100
"3051","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.6249685856138,100
"3052","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7511,36.6249685856138,100
"3053","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.529067497299238,36.6249685856138,100
"3054","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2843,36.6249685856138,100
"3055","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",673.043673498613,36.6249685856138,100
"3056","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",193.869129637276,36.6249685856138,100
"3057","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.321161220245435,36.1038542441782,200
"3058","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.96251115494231,36.1038542441782,200
"3059","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.1038542441782,200
"3060","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7306,36.1038542441782,200
"3061","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.557362720777478,36.1038542441782,200
"3062","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3291,36.1038542441782,200
"3063","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",637.823423845122,36.1038542441782,200
"3064","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",203.085885450281,36.1038542441782,200
"3065","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.27834465658959,36.1038542441782,200
"3066","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.04630059674113,36.1038542441782,200
"3067","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.1038542441782,200
"3068","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7594,36.1038542441782,200
"3069","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.510307674940537,36.1038542441782,200
"3070","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2794,36.1038542441782,200
"3071","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",684.827899477781,36.1038542441782,200
"3072","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",187.782991811472,36.1038542441782,200
"3073","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",1.5513822387581,46.0584860864377,25
"3074","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",4.7750916460661,46.0584860864377,25
"3075","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,46.0584860864377,25
"3076","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.205,46.0584860864377,25
"3077","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.733010829467705,46.0584860864377,25
"3078","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",1.556,46.0584860864377,25
"3079","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",199.580071928463,46.0584860864377,25
"3080","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",300.574352816407,46.0584860864377,25
"3081","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",3.31815609346094,46.0584860864377,25
"3082","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",3.94063822985771,46.0584860864377,25
"3083","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,46.0584860864377,25
"3084","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.0389,46.0584860864377,25
"3085","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.624886684914947,46.0584860864377,25
"3086","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",3.3155,46.0584860864377,25
"3087","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",84.4647222142951,46.0584860864377,25
"3088","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",280.653464136793,46.0584860864377,25
"3089","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.346403978971144,33.9843456613953,50
"3090","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.90691162939568,33.9843456613953,50
"3091","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.9843456613953,50
"3092","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7041,33.9843456613953,50
"3093","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.545531018084632,33.9843456613953,50
"3094","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3461,33.9843456613953,50
"3095","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",602.682953909361,33.9843456613953,50
"3096","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",206.36346694888,33.9843456613953,50
"3097","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.292500241161903,33.9843456613953,50
"3098","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.12198937539671,33.9843456613953,50
"3099","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,33.9843456613953,50
"3100","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7449,33.9843456613953,50
"3101","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.587167144883663,33.9843456613953,50
"3102","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2973,33.9843456613953,50
"3103","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",751.900694779965,33.9843456613953,50
"3104","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",219.818337768106,33.9843456613953,50
"3105","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.393523105351017,36.4152269140057,100
"3106","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.77830094667601,36.4152269140057,100
"3107","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.4152269140057,100
"3108","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6722,36.4152269140057,100
"3109","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.550955499947753,36.4152269140057,100
"3110","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4004,36.4152269140057,100
"3111","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",545.443222096189,36.4152269140057,100
"3112","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",209.270352616724,36.4152269140057,100
"3113","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.371425212489964,36.4152269140057,100
"3114","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.89432022515489,36.4152269140057,100
"3115","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,36.4152269140057,100
"3116","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6869,36.4152269140057,100
"3117","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.568605401810013,36.4152269140057,100
"3118","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3734,36.4152269140057,100
"3119","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",595.051608334278,36.4152269140057,100
"3120","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",214.386018579981,36.4152269140057,100
"3121","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.38530710437328,38.0326192219117,200
"3122","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.80073195887935,38.0326192219117,200
"3123","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,38.0326192219117,200
"3124","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6811,38.0326192219117,200
"3125","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.546684158406573,38.0326192219117,200
"3126","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3836,38.0326192219117,200
"3127","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",543.278242856177,38.0326192219117,200
"3128","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",206.73782701476,38.0326192219117,200
"3129","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.382236147117972,38.0326192219117,200
"3130","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.78888987925096,38.0326192219117,200
"3131","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,38.0326192219117,200
"3132","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6824,38.0326192219117,200
"3133","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.540536627572112,38.0326192219117,200
"3134","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3793,38.0326192219117,200
"3135","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",555.496025913642,38.0326192219117,200
"3136","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",207.29991108211,38.0326192219117,200
"3137","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.407476772768099,27.5124406671726,25
"3138","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.72974326691771,27.5124406671726,25
"3139","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,27.5124406671726,25
"3140","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.667,27.5124406671726,25
"3141","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.539216310760935,27.5124406671726,25
"3142","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4154,27.5124406671726,25
"3143","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",516.437914767223,27.5124406671726,25
"3144","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",197.349490917931,27.5124406671726,25
"3145","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.494076107961756,27.5124406671726,25
"3146","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.52271089576253,27.5124406671726,25
"3147","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,27.5124406671726,25
"3148","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.611,27.5124406671726,25
"3149","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.538100329810351,27.5124406671726,25
"3150","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4796,27.5124406671726,25
"3151","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",418.953700940552,27.5124406671726,25
"3152","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",199.967618882396,27.5124406671726,25
"3153","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.245856583353601,35.8765746708999,50
"3154","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.22818981185685,35.8765746708999,50
"3155","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.8765746708999,50
"3156","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7794,35.8765746708999,50
"3157","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.582528096880326,35.8765746708999,50
"3158","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2452,35.8765746708999,50
"3159","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",850.420595676681,35.8765746708999,50
"3160","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",208.944912148877,35.8765746708999,50
"3161","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.224121970889801,35.8765746708999,50
"3162","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.33215141707681,35.8765746708999,50
"3163","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.8765746708999,50
"3164","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7963,35.8765746708999,50
"3165","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.573806943540365,35.8765746708999,50
"3166","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2233,35.8765746708999,50
"3167","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",912.315112551963,35.8765746708999,50
"3168","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",210.285879453173,35.8765746708999,50
"3169","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.284087447485471,34.39802947987,100
"3170","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.0727438458317,34.39802947987,100
"3171","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,34.39802947987,100
"3172","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7485,34.39802947987,100
"3173","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.561842074691721,34.39802947987,100
"3174","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2819,34.39802947987,100
"3175","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",729.270516666127,34.39802947987,100
"3176","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",201.495480302014,34.39802947987,100
"3177","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.291493869561284,34.39802947987,100
"3178","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.03980921858748,34.39802947987,100
"3179","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.39802947987,100
"3180","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7498,34.39802947987,100
"3181","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.555983082240257,34.39802947987,100
"3182","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2901,34.39802947987,100
"3183","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",693.03081678867,34.39802947987,100
"3184","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",199.345370389289,34.39802947987,100
"3185","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.308107910442803,33.7790175348866,200
"3186","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.99280499698227,33.7790175348866,200
"3187","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.7790175348866,200
"3188","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7369,33.7790175348866,200
"3189","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.556863635343691,33.7790175348866,200
"3190","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3097,33.7790175348866,200
"3191","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",664.485033632472,33.7790175348866,200
"3192","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",201.565971138687,33.7790175348866,200
"3193","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.239561606331371,33.7790175348866,200
"3194","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.18031673015624,33.7790175348866,200
